name,rarity,description,type
Black Numenorean,,"X is the total number of hidden cards in the game.
Forced: At the end of the round. each player must raise his threat by 1 for each hidden card in his play area.
Victory 3. ",Enemy
Orc Ambusher,,Forced: After Orc Ambusher engages you. discard 1 non-objective ally you control. if able. ,Enemy
Brutal Uruk,,Forced: After Brutal Uruk attacks and destroys a character. that characters controller turns all hidden cards in his play area faceup. Deal a shadow card to each enemy turned faceup by this effect and resolve their attacks as normal.,Enemy
Evil Crow,,Forced: When Evil Crow engages a player. that player takes 1 hidden card.,Enemy
The Cross-roads,Unique,"The current quest card gains siege.
X is equal to the number of players in the game.
Travel: The first player must take 1 hidden card to travel here.",Location
Southern Road,Unique,Travel: The first player must take 1 hidden card to travel here.,Location
Western Road,Unique,"Western Road gets +5 quest points while it is in the staging area.
Travel: The first player must take 1 hidden card to travel here.",Location
Northern Road,Unique,Travel: The first player must take 1 hidden card to travel here.,Location
Eastern Road,Unique,"Eastern Road gets +5 quest points while it is in the staging area.
Travel: The first player must take 2 hidden cards to travel here.",Location
The Dark Woods,,"Archery X. 
X is the number of players in the game.
Forced: After The Dark Woods leaves play as an explored location. the first player discards 1 hidden card.",Location
Lying in Wait,,"When Revealed: The first player turns each hidden card in his play area faceup. Resolve the ""When Revealed"" effects of each encounter card turned faceup by this effect. If a location is turned faceup. add it to the staging area.",Treachery
Mordor Looms,,When Revealed: Each player takes 1 hidden card.,Treachery
Conflict at the Crossroads,,When Revealed: Until the end of the phase. Orc enemies engaged with players add their [Threat] to the staging area. If no Orc enemies are engaged with players. Conflict at the Crossroads gains surge.,Treachery
Faramir,Unique,"The first player gains control of Faramir.
Combat Action: Exhaust Faramir to turn a hidden card faceup. If that card is an enemy. deal 3 damage to it.
If Faramir leaves play. the players have lost the game. ",Objective - Ally
Lord Alcaron,Unique,"The first player gains control of Lord Alcaron.
Action: Exhaust Lord Alcaron to return an enemy engaged with you to the staging area.
If Lord Alcaron leaves play. the players have lost the game.",Objective - Ally
ThEoden ,Unique,Each Hero with a printed [Tactics] resource icon gets +1 [Willpower],Hero
Pelargir Ship Captain,,Response: After Pelargir Ship Captain enters play. move 1 resource from the resource pool of a hero you control to another heros resource pool. ,Ally
Visionary Leadership,,"Attach to a Gondor hero.
While attached hero has at least 1 resource in its resource pool. Gondor characters get +1 [Willpower]. ",Attachment
Spear of the Mark,,"Attach to a Rohan character. Restricted.
Attached character gets +1 [Attack]. (+2 [Attack] instead if attacking an enemy in the staging area). ",Attachment
Forth Eorlingas!,,Combat Action: Each Rohan hero can be declared as an attacker against enemies in the staging area this phase. ,Event
Steed of the Mark,,"Attach to a Gondor or Rohan hero.
Response: After attached hero commits to a quest. spend 1 resource from attached heros resource pool to ready attached hero. ",Attachment
Lay of Nimrodel,,Action: Choose a [Spirit] hero. Until the end of the phase. that hero gets +1 [Willpower] for each resource in its resource pool. ,Event
Ered Nimrais Prospector,,Response: After Ered Nimrais Prospector enters play. discard the top 3 cards of your deck. Then. choose and shuffle 1 card from your discard pile back into your deck. ,Ally
Scroll of Isildur,,"Attach to a [Lore] hero.
Reduce the cost to play Scroll of Isildur by 1 for each hero you control with a printed [Lore] resource icon.
Action: Discard Scroll of Isildur to play any [Lore] event card in your discard pile as if it were in your hand. Then. place that event on the bottom of your deck. ",Attachment
Hidden Cache,,"Response: After Hidden Cache is discarded from your deck. add 2 resources to the resource pool of a hero you control.
Action: Spend 1 resource to draw 1 card. ",Event
The Rearguard,,"Side A: Setup: Set aside Lord Alcaron. Nazgul of Minas Morgul. and The White Bridge. Add To the Tower. Murzag. and 1 copy of Morgul Vale to the staging area.
Side B: Murzag cannot leave play unless destroyed. If Murzag is defeated. advance to the next stage.",Quest
The Betrayal,,"Side A: When Revealed: Add Lord Alcaron to the staging area.
Side B: Lord Alcaron cannot leave play unless destroyed. If Lord Alcaron is defeated. advance to the next stage. ",Quest
The Morgul Rider,,"Side A: When Revealed: Add Nazgul of Minas Morgul and The White Bridge to the staging area.
Side B: When Revealed: Reveal 1 card per player from the encounter deck and add it to the staging area.
Nazgul of Minas Morgul cannot leave play unless destroyed.
If Nazgul of Minas Morgul is defeated. the players have won the game.",Quest
To the Tower,,"To the Tower cannot leave the staging area.
Remove Faramir from the game.
If 10 or more progress tokens are on To the Tower. the players have lost the game.",Objective
Morgul Bodyguard,,Any damage that would be dealt to a Captain enemy is dealt to 1 Morgul Bodyguard instead. ,Enemy
Morgul Sorcerer,,Forced: After any number of progress tokens are placed on To the Tower. deal Morgul Sorcerer a shadow card.,Enemy
Morgul Tracker,,Forced: When Morgul Tracker is optionally engaged. place 1 progress token on To the Tower.,Enemy
Murzag,Unique,After Murzag attacks. reveal the top card of the encounter deck. If that card is an enemy. put it into play engaged with the defending player.,Enemy
Lord Alcaron,Unique,"Forced: When Lord Alcaron attacks. place 1 progress token on To the Tower.
Forced: When Lord Alcaron is dealt a shadow card with no shadow effect. he makes an additional attack after this one (deal and resolve another shadow card).",Enemy
Nazgul of Minas Morgul,Unique,"Nazgul of Minas Morgul cannot have attachments.
Reduce any amount of damage dealt to Nazgul of Minas Morgul to 1.",Enemy
Morgul Road,,Response: After Morgul Road leaves play as an explored location. the first player may remove 1 progress token from To the Tower or deal 1 damage to an enemy in play.,Location
Morgul Vale,,Forced: At the end of the round. each player returns 1 enemy engaged with him to the staging area.,Location
The White Bridge,Unique,X is the number of progress tokens on To the Tower.,Location
Impenetrable Fog,,When Revealed: The first player places 3 progress tokens on To the Tower or reveals X additional cards from the encounter deck and adds them to the staging area. X is the number of players in the game.,Treachery
Sleepless Malice,,When Revealed: Each player must discard 3 random cards from his hand or place 1 progress token on To The Tower.,Treachery
Terror Drives Them,,When Revealed: Place 1 progress token on To the Tower. ,Treachery
The Dead City Looms,,When Revealed: Raise each players threat by the number of progress tokens on To the Tower. If there are no progress tokens on To the Tower. The Dead City Looms gains surge.,Treachery
Eomer,Unique,Response: After a character leaves play. Eomer gets +2 [Attack] until the end of the round. (Limit once per round.),Hero
Grima,Unique,Action: Lower the cost of the next card you play from your hand this round by 1. That card gains Doomed 1. (Limit once per round.),Hero
Saruman,Unique,"At the end of the round. discard Saruman from play.
Response: After Saruman enters play. choose a non-unique enemy or location in the staging area. While Saruman is in play. the chosen enemy or location is considered to be out of play.",Ally
Orthanc Guard,,Response: After you raise your threat from the Doomed keyword. read Orthanc Guard.,Ally
Isengard Messenger,,Response: After you raise your threat from the Doomed keyword. Isengard Messenger gets +1 [Willpower] until the end of the round. (Limit twice per round.),Ally
Westfold Outrider,,Action: Discard Westfold Outrider to choose an enemy not engaged with you. Engage the chosen enemy.,Ally
Westfold Horse-breeder,,Response: After Westfold Horse-breeder enters play. search the top 10 cards of your deck for a Mount attachment and add it to your hand. Shuffle your deck.,Ally
Rohan Warhorse,,"Attach to a [Tactics] or Rohan hero. Restricted.
Response: After attached hero participates in an attack that destroys an enemy. exhaust Rohan Warhorse to read attached hero.",Attachment
Silver Lamp,,"Attach to a [Spirit] hero.
While attached hero is ready. shadow cards dealt to enemies engaged with you are dealt face up. (Shadow card effects are still resolved when resolving enemy attacks.)",Attachment
Keys of Orthanc,Unique,"Attach to a hero.
Response: After you raise your threat from the Doomed keyword. exhaust Keys of Orthanc to add 1 resource to attached hero’s resource pool.",Attachment
Legacy of Numenor,,Action: Add 1 resource to each heros resource pool.,Event
Deep Knowledge,,Action: Each player draws 2 cards.,Event
The Wizards Voice,,Action: Each player chooses 1 enemy engaged with him. Until the end of the phase. each chosen enemy cannot attack the player that chose it.,Event
Power of Orthanc,,Action: Each player may choose and discard a Condition attachment from play. ,Event
The Seeing-stone,,"Action: Search your deck for a card with the Doomed keyword and add it to your hand. 
Shuffle your deck. ",Event
Gríma,Unique,"If free of encounters. the first player gains control of Gríma.
Action: Exhaust Gríma to draw a card.
If Gríma leaves play. the players lose the game. ",Objective - Ally
The Islet,Unique,"Immune to player card effects.
While The Islet is the active location. each Dunland enemy in play gets +1 [Threat].",Location
Fords of Isen,,"While Fords of Isen is in the staging area. players cannot gain resources from card effects.
Forced: After Fords of Isen becomes the active location. each player with fewer than 5 cards in his hand draws cards until he has 5 in his hand. ",Location
The Kings Road,,"While any player has 3 or more cards in hand. The Kings Road gets +3 quest points.
While any player has 5 or more cards in hand. The Kings Road gains: ""When faced with the option to travel. the players must travel to The Kings Road. if able."" ",Location
Gap of Rohan,,"While Gap of Rohan is in the staging area. Dunland enemies get +1 [Attack]. 
Shadow: Attacking enemy gets +1 [Attack]. If this attack destroys a character. remove 1 time counter from the current quest. ",Location
Pillaging and Buring,,When Revealed: Each player draws a card. Each player raises his threat by 1 for each card in his hand.,Treachery
Down from the Hills,,When Revealed: Each player must choose: Either remove 1 time counter from the current quest. or search the encounter deck and discard pile for a Dunland enemy. reveal it. and add it to the staging area. Shuffle the encounter deck. If any player has 5 or more cards in hand. this effect cannot be canceled. ,Treachery
Ill Tidings,,When Revealed: The first player draws this card into his hand. Ill Tidings cannot leave that players hand. Then. if the first player has 5 or more cards in his hand. Ill Tidings gains surge.,Treachery
Mugash,Unique,"Cannot have attachments.
Forced: After Mugash is defeated. the first player attaches him to a hero he controls and exhausts that hero. (Counts as a Captive attachment with the text: ""Attached hero cannot ready. If attached hero leaves play. the players lose the game."")",Enemy
Mugashs Guard,,"While a player controls a hero with Mugash attached. Mugashs Guard engages that player.
Forced: After Mugashs Guard destroys a character. if Mugash is attached to a hero. return Mugash to the staging area.",Enemy
Methedras Orc,,Forced: When Methedras Orc attacks. the defending player shuffles 1 random card from his hand into his out-of-play deck. ,Enemy
Methedras,,"While Methedras is the active location. each location in the staging area gets +1 [Threat].
Forced: When Methedras leaves play as an explored location. each player Searches 3. ",Location
Orc Cave,,"Forced: After Orc Cave leaves play as an explored location. the first player Searches 5.
Travel: Discard the top X cards of the encounter deck to travel here. X is the number of players in the game. Add each Orc enemy discarded this way to the staging area. ",Location
Mugashs Lair,,Forced: At the beginning of the encounter phase. reveal the top card of each players out-of-play deck. Add each revealed enemy to the staging area and discard the rest.,Location
Orc Territory,,When Revealed: Each player searches the encounter deck and discard pile for a location and adds it to the staging area. If the total [Threat] in the staging area is less than the total [Willpower] of all characters committed to the quest. each Orc enemy engaged with a player makes an immediate attack. ,Treachery
Mugash,Unique,"Action: Exhaust a hero to claim this objective when it is free of encounters. Attach Mugash to that hero.
Forced: After attached hero takes damage. return Mugash to the top of the encounter deck.",Objective
Edge of Fangorn,Unique,"Immune to player card effects.
Travel: Search the encounter deck and discard pile for a Huorn enemy and add it to the staging area to travel here (2 Huorn enemies instead if there are 3 or more players in the game).",Location
Dark-Hearted Huorn,,"Hinder. Cannot have attachments.
Forced: At the beginning of each resource phase. the engaged player must raise his threat by 2.",Enemy
Angry Huorn,,"Hinder. Cannot have attachments.
Forced: At the beginning of each resource phase. Angry Huorn attacks the engaged player.",Enemy
Deady Huorn,,"Hinder. Cannot have attachments.
Forced: At the beginning of each resource phase. the engaged player must deal 3 damage to a character he controls.",Enemy
Heart of Fangorn,,While Heart of Fangorn is in the staging area. each player cannot refresh more than 5 characters during the refresh phase.,Location
The Forests Malice,,When Revealed: Each Huorn enemy engaged with a player makes an immediate attack. If no attack was made as a result of this effect. each player must search the encounter deck and discard pile for a Huorn enemy and put it into play engaged with him. This effect cannot be canceled.,Treachery
Orc Skirmisher,,Forced: After Orc Skirmisher engages a player. that player must either deal 3 damage to a character he controls. or remove 1 time counter from the current quest.,Enemy
Orc Hunter,,When Revealed: Either reveal an additional encounter card. or remove 1 time counter from the current quest.,Enemy
Orc Hound,,Forced: After Orc Hound engages a player. that player must exhaust a character he controls.,Enemy
Orc Hunting Party,,When Revealed: Deal each Orc enemy in play a shadow card. Each Orc enemy gets -15 engagement cost until the end of the round. If there are no Orc enemies in the staging area. Orc Hunting Party gains surge.,Treachery
Dunland Prowler,,While any player has 3 or more cards in hand. Dunland Prowler gains surge. While any player has 5 or more cards in hand. Dunland Powler gets +1 Threat.,Enemy
Dunlending Bandit,,While engaged with a player. Dunlending Bandit gets +1 [Attack] for each card in that players hand.,Enemy
Dunland Raider,,Forced: After Dunland Raider engages a player. that player must deal X damage divided among characters he controls where X equals the number of cards in his hand.,Enemy
Old Hatreds,,"When Revealed: Attach to the current quest. 
(Counts as a Condition attachment with the text: ""Forced: After a player draws any number of cards. raise his threat by 1."")",Treachery
Dunland Tribesman,,"When Revealed: Each player draws a card. 

Forced: After a player draws any number of cards. Dunland Tribesman gets +1 [Threat] until the end of the round.",Enemy
Dunland Chieftain,,Forced: After Dunland Chieftain engages a player. discard X cards from the top of the encounter deck. where X is the number of cards in the engagede players hand. Put the topmost Dunland enemy discarded this way into play engaged with the player.,Enemy
Dunland Berserker,,Forced: After the engaged player draws any number of cards. Dunland Berserker makes an immediate attack.,Enemy
Wild Men of Dunland,,"When Revealed: Attach to the current quest. (Counts as a Condition attachment with the text: ""Forced: After a player draws any number of cards. that player deals 1 damage to a character he controls."")",Treachery
Ancient Forest,,While Ancient Forest is in the staging area. each Forest location in the staging area gets +1 [Threat] and +3 quest points. This ability does not stack with other copies of Ancient Forest.,Location
Tangled Woods,,"While Tangled Woods is in the staging area. each Forest location in plays gains: ""Travel: Exhaust a hero to travel here."" This ability does not stack with other copies of Tangled Woods.",Location
Turned Around,,When Revealed: Either remove 1 time counter from a card in play. or return the active location to the staging area.,Treachery
Prowling Wolf,,While engaged with a player. Prowling Wolf gets +1 [Attack] for each location in the staging area.,Enemy
Broken Lands,,While Broken Lands is in the staging area. progress cannot be placed on locations in the staging area.,Location
Take Cover!,,When Revealed: Either deal 1 damage to each exhausted character. or remove 1 time counter from the current quest,Treachery
Low on Provisions,,When Revealed: Each player must assign X damage among characters he controls. where X is the number of characters he controls.,Treachery
Off Track,,"When Revealed: Attach to a location in play. (Counts as a Condition attachment with the text: ""Limit 1 per location. Attached location gets +2 quest points and Gain: Forced: Remove an additional time counter from the current quest at the end of each refresh phase. if able."")",Treachery
In Need of Rest,,"When Revealed: Remove a hero from the quest and attach In Need of Rest to that hero. (Counts as a Condition attachment with the text: ""Limit 1 per hero. Forced: After a time counter is removed from the current quest. attached hero takes 1 damage."")",Treachery
Fight at the Fords,,"Side A: Setup: Add The Islet to the staging area and attach Gríma to that location. Each player searches the encounter deck for 1 different Dunland enemy and adds it to the staging area. Shuffle the encounter deck. 

Side B: Time 5. Forced: After the last time counter is removed from this stage. discard Gríma from play. 

The players cannot advance unless the first player controls Gríma.",Quest
Dunlending Attack,,"Side B: When Revealed: Each player searches the encounter deck and discard pile for 1 different Dunland enemy and adds it to the staging area. Shuffle the encounter deck. 

Time 2. Forced: After the last time counter is removed from this stage. each player assigns X damage among characters he controls where X is the number of cards in his hand. Place 2 time counters on this stage. ",Quest
Hold the Fords,,"Side A: When Revealed: Each player searches the encounter deck and discard pile for 1 different Dunland enemy and adds it to the staging area. Shuffle the encounter deck. 

Side B: Time 3. Forced: After the last time counter is removed from this stage. discard the top X cards from the encounter deck. X is the number of cards in the first players hand. Add each enemy discarded this way to the staging area. Put 3 time counters on this stage.

While there is at least 1 enemy in play. the players cannot defeat this stage. If the players defeat this stage. they win the game.",Quest
Orders from Orthanc,,"Side A:Setup: Each player removes the top 20 cards of his deck and places them aside. as an out-of-play deck. The first player takes Mugash plus 1 Mugashs Guard for each other player in the game and randomly shuffles one facedown into each players out-of-play deck. Place any remaining copies of Mugashs Guard aside. out of play. 

Side B: When Revealed: Each player searches the encounter deck for a Mountain location and adds it to the staging area. Shuffle the encounter deck. Then. advance to stage 2.",Quest
Searching for Mugash,,"Side B: Time 2. Forced: After the last time counter is removed for this stage. shuffle the discard pile into the encounter deck and reveal 2 encounter cards per player. Place 2 time counters on this stage. 

Response: After questing successfully. cancel all progress that would be placed on this stage. Then. place 1 time counter on this stage. Or. if Mugash is in play. advance to stage 3.",Quest
The Wizards Prize,,"Side B: Time 3. Forced: After the last time counter is removed from this stage. return Mugash to the staging area and reveal X encounter cards. X is the number of players in the game minus 1. Place 3 time counters on this stage. 

Progress cannot be placed on this stage unless Mugash is attached to a hero. 

If the players defeat this stage. they win the game.",Quest
Into the Woods,,"Side A: Setup: Add Edge of Fangorn to the staging area and attach Mugash to that location. Shuffle the encounter deck. Reveal X additional encounter cards where X equals the number of players in the game minus 1.

Side B: Time 4. Forced: After the last time counter is removed from this stage. shuffle Mugash into the encounter deck and advance to stage 3. 

The players cannot advance to stage 2 unless Mugash is attached to a hero.",Quest
Escape from Fangorn,,"Side A: When Revealed: Each player searches the encounter deck and discard pile for a Huorn enemy and adds it to the staging area. Shuffle the encounter deck. 

Side B: Time 4. Forced: After the last time counter is removed from this stage. shuffle Mugash into the encounter deck and advance to stage 3A. 

The players cannot defeat this stage unless Mugash is attached to a hero. 

If the players defeat this stage. they win the game.",Quest
The Angry Forest,,"Side B: Time 3. Forced: After the last time counter is removed from this stage. discard the top 5 cards of the encounter deck. Each player must choose an enemy or objective in the discard pile. reveal it and add it to the staging area. Place 3 time counters on this stage. 

Forced: After placing progress here. if there is at least 6 progress on this stage and Mugash is attached to a hero. advance to stage 2A.",Quest
The Witch-king,Unique,"Players cannot play attachments on The Witch-king.
While The Witchin-king is in the staging area. each character gets -1 Willpower.
Forced: After The Witch-king attacks. he returns to the staging area unless the defending player raises his threat by 3.",Enemy
Snaga Scouts,,Forced: At the beginning of the encounter phase. all copies of Snaga Scouts engage the player with the lowest threat. (The first player chooses in case of a tie.),Enemy
Wolves from Mordor,,Forced: After Wolves from Mordor attack and destroy a character. shuffle Wolves from Mordor into the encounter deck.,Enemy
Wainriders,,Each damage dealt by Wainriders raises the defending players threat by 1.,Enemy
Wainrider Captain,,When Revealed: Move the top Scout enemy from the encounter discard pile to the staging area.  (Top 2 Scout enemies instead if the players have crossed the Anduin.),Enemy
Uruk Vanguard,,"If the players have crossed the Anduin. Uruk Vanguard gets +3 Attack.
Shadow: Attacking enemy gets +1 Attack. (+2 Attack instead if players have crossed the Anduin).",Enemy
Captured Tower,,If the players have crossed the Anduin. Captured Watchtower gets +3 Threat.,Location
Emyn Arnen Overlook,,The first Scout enemy revealed from the encounter deck each round gains surge and doomed 2.,Location
Morgulduin,,"While Morgulduin is the active location. it gains: ""Forced: When a character commits to a quest. deal 1 damage to that character.""",Location
Pelennor Fields,,"If the players have crossed the Anduin. Pelennor Fields gains: ""When faced with the option to travel. the players must either travel to Pelennor Fields or raise each players threat by 3.""",Location
Ruins of Osgiliath,,If the players have crossed the Anduin. Ruins of Osgiliath gets +3 Threat.,Location
Cut Off,,When Revealed: Each player must discard all ally cards from his hand. if able.,Treachery
Dark Pursuit,,When Revealed: Raise the total Threat of the staging area by 1 for each Scout enemy in play.  If there are no Scout enemies in play. Dark Pursuit gains surge.,Treachery
Massing at Osgiliath,,When Revealed: Until the end of the phase. each card revealed by the encounter deck gains doomed 1. (Doomed 3 instead if the players have crossed the Anduin.),Treachery
Ranger of Ithilien,,When Revealed: The first player takes control of Ranger of Ithilien. exhausted and committed to the quest.  Then. Ranger of Ithilien gains surge.,Objective - Ally
Beyond Expectations,,"Side A: Setup: Search the encounter deck for 12 Scout cards. and add 3 per player (one of each title). to the staging area.  Remove The Witch-king from the encounter deck and set him aside. out of play.  Shuffle any unused Scoutcards back into the encounter deck.
Side B: Players cannot travel to West Bank locations.",Quest
Through the Ruins,,"Side A: none.
Side B: Players cannot travel to West Bank locations.
Each player cannot play or put into play more than 1 card from his hand each round.",Quest
Anduin Crossing,,"Side A: none.
Side B: Progress tokens from card effects cannot be placed on this quest card or the active location.
Players cannot travel to East Bank or West Bank locations.
In order to commit characters to the quest. a player must first choose a hero or 1 Ranger of Ithilien card he controls.  Discard each chosen card from play.",Quest
Race to Mias Tirith,,"Side A: none.
Side B: When Revealed: Add The Witch-king to the staging area.
Players have now crossed the Anduin.  Players cannot travel to East Bank locations.
If the players defeat this stage. they have won the game.",Quest
Terror from the Mountain,,"Side A: Setup: Shuffle all copies of Smaug into a spearate Smaug deck. Search the enounter deck for Lake-town and add it to the staging area. Shuffle the encounter deck. Then. reveal 1 card from the encounter deck per player. and add it to the staging area.
Side B: Smaug cannot have more than 6 damage on him.
When revealed: Deal 1 damage to Lake-town for each player in the game.",Quest
Fire and Water,,"Side B: Smaug cannot have more than 12 damage on him.
When the players quest successfully. any number of progress tokens that would be placed on this quest may instead be discarded to remove the same amount of damage from Lake-town.",Quest
The Dragons Wrath,,"Side B: Forced: During the quest phase. reveal 1 additional card from the encounter deck.
Refresh Action: Reset the quest deck to stage 2B.
The players must defeat Smaug to defeat this stage. When Smaug is defeated. compare the number of damage tokens on Lake-town with the number of victory points in the victory display. If the players have more victory points. they have won the game. Otherwise. Lake-town has burned and the players have lost.",Quest
Smaug the Mighty,,"Immune to player card effects.
When Revealed: Smaug the Mighty makes an immediate attack against each player (deal and resolve a shadow card for each attack.)",Enemy
Smaug the Terrible,,"Immune to player card effects.
When revealed: Resolve all burn damage from locations in play.",Enemy
Smaug the Magnificent,,"Immune to player card effects.
Excess damage from attacks by Smaug the Magnificent must be assigned to Lake-town.
When revealed: Move 3 damage from Smaug the Magnificent to Lake-town.",Enemy
Lake-town,,If Lake-town has 50 or more damage on it. Lake-town has completely burned and the players have lost the game.,Objective
The Old Thrush,,"Guarded.
Action: Exhaust a hero to claim this objective and attach it to that hero when it is free from encounters. [Counts as an attachment with the text: ""If detached. discard The Old Thrush.
Response: After attached hero exhausts to attack Smaug. discard X cards from hand to reduce Smaugs [Defense] by X.""",Objective
Close to the Flame,,When revealed: Deal 1 damage to each character in play.,Treachery
Scorching Blast,,When revealed: Resolve all burn damage from all locations in play.,Treachery
Town-Baiting,,When revealed: Smaug makes an attack against Lake-town. The last player may declare a defender against this attack. Excess damage from this attack must be placed on Lake-town. This effect cannot be canceled.,Treachery
Dire Magnificence,,When revealed: Each player must choose and discard 1 ally he controls. if able. Deal 2 damage to Lake-town for each player that cannot.,Treachery
Catching Fire,,When revealed: Choose and shuffle 1 Pier location from the victory display back into the encounter deck. If no location was shuffled back into the encounter deck by this effect. Catching Fire gains Surge.,Treachery
Reckless in His Rage,,"When Revealed: If Smaug is in play. he gets +2 Threat. +2 Attack. -2 Defense and gains the text: ""Allies cannot be declared as defenders."" This effect lasts until the end of the round.",Treachery
West Pier,,Each location in play gains Burn 1.,Location
The Masters Manor,,When Revealed: Move all damage from Smaug to Lake-town.,Location
South Pier,,When faced with the option to travel. players cannot travel to other locations.,Location
North Pier,,Smaug cannot be damaged.,Location
Merchants District,,Travel Action: Deal 2 damage per player to Lake-town to add this location to the victory display.,Location
East Pier,,"""When revealed"" effects cannot be cancelled.",Location
Great House,,When Revealed: Resolve all burn damage from all locations in play.,Location
Great Bridge,,When revealed: Discard X cards from each players deck. X is the amount of damage on Lake-town. (If no cards are discarded by this effect. Great Bridge gains surge.),Location
Fishermans Dock,,Travel: If there is 1 active location. exhaust a hero to travel here. (there are now 2 active locations.),Location
Esgaroth Wharf,,All locations are immune to player card effects.,Location
The Disappearance,,"Side A: Setup: Make Tarlang’s Neck the active location. SetDerufin. The Lord of the Dead. The Stone of Erech. and the 3 Nightobjectives aside. out of play. Shuffle the encounter deck. Place Eventide into play. next to the current quest.
Side B: When Revealed: Reveal 1 encounter card per player. adding them to the staging area.
Players cannot defeat this stage while Tarlang’s Neck is in play. ",Quest
Terror of the Dead,,"Side A: When Revealed: Add The Stone of Erech to the staging area and attach Derufin to it.
Side B: Forced: At the beginning of each round. the players must choose: each player skips the next planning phase. or heroes do not collect resources during the resource phase this round. ",Quest
The Shadow Host,,"Side A: When Revealed: Starting with the first player. each player searches the encounter deck and discard pile for 1 Oathbreaker enemy. reveals it. and adds it to the staging area. Add the Lord of the Dead to the staging area. 
Side B: Shuffle the encounter deck.
Midnight. Battle. (Characters use their [Attack] instead of [Willpower] when questing.)",Quest
Derufin,Unique,"Forced: After the players travel to The Stone of Erech. the first player gains control of Derufin.
Dusk. Derufin gets –1 [Willpower]. 
Midnight. Derufin gets –2 [Willpower].
If Derufin leaves play. the players lose the game. ",Objective
The Lord of the Dead,Unique,"Spectral. Cannot have attachments.
While you are engaged with The Lord of the Dead. treat all printed text boxes on characters you control as if they were blank (except for Traits.)",Enemy
The Stone of Erech,Unique,"Immune to player card effects. X is twice the number of players in the game.
While The Stone of Erech is the active location. characters with less than 2 [Willpower] cannot ready.
Travel: Exhaust each character with less than 2 [Willpower].",Location
Tarlangs Neck,Unique,"While Tarlangs Neck is the active location. it gains. ""Forced: At the beginning of the encounter phase. the players must either immediately end the encounter phase. or the first player must engage all enemies in the staging area.""",Location
Eventide,,"Forced: At the end of the round. place 1 progress on Eventide.
If there are 4 or more progress on Eventide. add it to the victory display and put Dusk into play.",Objective
Dusk,,"Forced: At the end of the round. place 1 progress on Dusk.
If there are 4 or more progress on Dusk. add it to the victory display and put Midnight into play.",Objective
Midnight,,Forced: At the end of the round. place 1 progress on Midnight. Then. raise each players threat by the number of progress on Midnight.,Objective
Relic from the Dark Years,,"Midnight. Action: Claim this objective and attach it to a hero you control. Counts as an Artifact attachment with the text: ""When attached hero attacks and Oathbreaker. that enemy loses the Spectral keyword until the end of the phase.""",Objective
Shadow-man,,When Revealed: Players cannot play events until the end of the round.,Enemy
Restless Dead,,When Revealed: Return the topmost Undead enemy in the encounter discard pile to the staging area.,Enemy
Whisperer,,"Dusk. Whisperer gets +1 [Threat]
Midnight. Whisperer gets +2 [Threat] and gains doomed 2.",Enemy
Shadow Host Captain,,"Dusk. Shadow Host Captain gets +1 [Attack] and +1 [Defense].
Midnight. Shadow Host Captain gets +2 [Attack] and +2 [Defense].",Enemy
Regretful Shade,,,Enemy
Banks of Morthond,,While Banks of Morthond is the active location. each location in the staging area gets -1 [Threat].,Location
Vale of Shadows,,"When Revealed: Make Vale of Shadows the active location. If another location is currently active. return it to the staging area.
Dusk. Vale of Shadows gets +2 quest points.
Midnight. Vale of Shadows gets +4 quest points.",Location
Blackroot Graves,,Forced: When Blackroot Graves is explored. return the topmost Undead enemy in the encounter discard pile to play. engaged with the first player.,Location
Shadow of Dwimorberg,,"Dusk. Shadow of Dwimorberg gets +2 [Threat].
Midnight. Shadow of Dwimorberg gets +4 [Threat]",Location
Haunted Valley,,"While this location is in the staging area. all ready herores lose all [Lore]. [Leadership]. [Spirit]. and [Tactics] icons.
Planning action: Exhaust a hero. Any player may trigger this action.",Location
Midnight Throng,,"When Revealed: Starting with the first player. each player must search the encounter deck and discard pile for an Undead enemy. reveal it. and add it to the staging area. Shuffle the encounter deck.
Midnight. This effect cannot be canceled.",Treachery
Murmurs of Dread,,When Revealed: All characters get -1 [Willpower] until the end of the round.,Treachery
Groping Horror,,"When Revealed: The first player must choose: skip the next travel phase. or each player must pass his hand to the player on his left (discard your hand instead if you are the only player in the game).
Midnight. Groping Horror gains surge. ",Treachery
Driven by Fear,,"When Revealed: The first player attaches Driven by Fear to a hero he controls. Counts as a Conditionattachment with the text: ""Attached characters [Willpower] is reduced to 0. Treat attached characters text box as if it was blank (except for Traits.)""",Treachery
The Dead Ride Behind,,When Revealed: Deal 1 damage to each character with less than 2 [Willpower] (Dusk. less than 3 [Willpower] instead. Midnight. less than 4 [Willpower] instead).,Treachery
The Gloaming,,When Revealed: Add 1 progress to the current Night objective.,Treachery
